Id,Class
sad_0617,3
disgust_0884,1
fear_0707,2
excitement_0245,7
amusement_0500,4
amusement_0746,4
contentment_0084,6
anger_0819,0
anger_0811,0
awe_0852,5
contentment_0087,6
awe_0055,5
amusement_0532,4
excitement_0164,7
disgust_0779,1
fear_0906,2
excitement_0262,7
disgust_0801,1
sad_0290,3
anger_0804,0
contentment_0122,6
awe_0579,5
awe_0593,5
disgust_0771,1
excitement_0177,7
amusement_0514,4
excitement_0263,7
disgust_0775,1
sad_0645,3
excitement_0261,7
sad_0330,3
awe_0841,5
awe_0876,5
awe_0844,5
sad_0436,3
excitement_0206,7
excitement_0185,7
anger_0802,0
amusement_0732,4
anger_0026,0
awe_0582,5
anger_0809,0
fear_0930,2
fear_0673,2
disgust_0782,1
contentment_0096,6
fear_0946,2
amusement_0739,4
sad_0390,3
fear_0695,2
excitement_0175,7
awe_0870,5
disgust_0768,1
sad_0613,3
contentment_0116,6
sad_0343,3
sad_0288,3
amusement_0548,4
contentment_0130,6
amusement_0754,4
sad_0452,3
excitement_0199,7
fear_0709,2
sad_0314,3
sad_0463,3
fear_0961,2
amusement_0745,4
anger_0818,0
awe_0854,5
disgust_0899,1
awe_0577,5
fear_0965,2
sad_0648,3
excitement_0194,7
contentment_0082,6
disgust_0774,1
fear_0959,2
anger_0269,0
fear_0972,2
sad_0611,3
fear_0705,2
excitement_0221,7
fear_0676,2
excitement_0174,7
fear_0937,2
sad_0438,3
anger_0016,0
amusement_0539,4
fear_0683,2
amusement_0496,4
awe_0875,5
sad_0433,3
fear_0914,2
anger_0824,0
sad_0618,3
awe_0054,5
disgust_0883,1
disgust_0886,1
sad_0630,3
excitement_0197,7
contentment_0129,6
awe_0580,5
sad_0421,3
sad_0641,3
sad_0381,3
sad_0459,3
sad_0632,3
fear_0907,2
contentment_0115,6
sad_0636,3
amusement_0522,4
fear_0944,2
contentment_0131,6
awe_0848,5
amusement_0489,4
sad_0397,3
fear_0698,2
anger_0002,0
anger_0011,0
fear_0710,2
anger_0821,0
anger_0012,0
contentment_0062,6
anger_0268,0
awe_0845,5
sad_0379,3
fear_0913,2
fear_0923,2
sad_0351,3
amusement_0735,4
awe_0843,5
excitement_0212,7
sad_0337,3
sad_0301,3
amusement_0740,4
contentment_0086,6
sad_0311,3
disgust_0786,1
sad_0308,3
excitement_0220,7
sad_0339,3
fear_0700,2
anger_0258,0
disgust_0795,1
contentment_0107,6
sad_0355,3
awe_0594,5
amusement_0517,4
disgust_0897,1
sad_0289,3
fear_0971,2
awe_0877,5
amusement_0508,4
fear_0950,2
awe_0060,5
anger_0808,0
fear_0955,2
awe_0842,5
fear_0918,2
disgust_0804,1
awe_0598,5
fear_0966,2
disgust_0888,1
anger_0810,0
awe_0595,5
disgust_0793,1
contentment_0074,6
awe_0578,5
excitement_0230,7
excitement_0215,7
disgust_0889,1
awe_0058,5
fear_0670,2
disgust_0791,1
disgust_0896,1
contentment_0125,6
sad_0300,3
awe_0600,5
sad_0460,3
disgust_0800,1
awe_0846,5
sad_0334,3
amusement_0542,4
awe_0601,5
anger_0007,0
fear_0919,2
sad_0382,3
anger_0265,0
awe_0581,5
contentment_0102,6
fear_0917,2
sad_0444,3
sad_0331,3
contentment_0108,6
amusement_0725,4
awe_0046,5
contentment_0099,6
contentment_0114,6
awe_0828,5
disgust_0882,1
excitement_0195,7
contentment_0110,6
anger_0249,0
awe_0864,5
sad_0388,3
fear_0696,2
sad_0328,3
excitement_0226,7
sad_0305,3
contentment_0079,6
fear_0690,2
fear_0956,2
fear_0693,2
disgust_0760,1
amusement_0547,4
amusement_0502,4
awe_0603,5
sad_0414,3
fear_0936,2
excitement_0202,7
excitement_0235,7
excitement_0258,7
amusement_0733,4
awe_0829,5
sad_0623,3
sad_0464,3
fear_0908,2
sad_0291,3
sad_0327,3
awe_0587,5
fear_0943,2
awe_0871,5
sad_0366,3
fear_0678,2
amusement_0544,4
sad_0610,3
sad_0335,3
excitement_0208,7
awe_0865,5
disgust_0885,1
anger_0029,0
sad_0323,3
awe_0862,5
awe_0839,5
fear_0706,2
anger_0800,0
contentment_0063,6
disgust_0769,1
disgust_0891,1
sad_0304,3
sad_0624,3
sad_0427,3
excitement_0231,7
fear_0924,2
fear_0927,2
sad_0633,3
excitement_0248,7
awe_0037,5
fear_0684,2
fear_0905,2
awe_0591,5
fear_0903,2
awe_0830,5
fear_0713,2
amusement_0510,4
awe_0050,5
anger_0267,0
sad_0420,3
awe_0834,5
disgust_0880,1
amusement_0515,4
anger_0022,0
sad_0322,3
excitement_0204,7
fear_0912,2
amusement_0730,4
awe_0602,5
amusement_0518,4
fear_0692,2
excitement_0172,7
disgust_0807,1
excitement_0238,7
awe_0585,5
sad_0627,3
excitement_0211,7
awe_0034,5
awe_0849,5
sad_0333,3
contentment_0089,6
anger_0812,0
excitement_0236,7
contentment_0119,6
fear_0934,2
fear_0928,2
amusement_0519,4
contentment_0123,6
fear_0933,2
fear_0968,2
sad_0297,3
amusement_0507,4
excitement_0188,7
disgust_0757,1
disgust_0778,1
sad_0448,3
sad_0434,3
fear_0920,2
amusement_0523,4
awe_0586,5
amusement_0727,4
sad_0402,3
awe_0837,5
amusement_0747,4
excitement_0224,7
amusement_0503,4
excitement_0222,7
amusement_0729,4
anger_0262,0
contentment_0113,6
amusement_0741,4
fear_0932,2
amusement_0537,4
excitement_0182,7
contentment_0093,6
disgust_0794,1
sad_0340,3
amusement_0505,4
sad_0435,3
anger_0815,0
contentment_0121,6
sad_0614,3
excitement_0246,7
fear_0677,2
amusement_0490,4
contentment_0085,6
contentment_0117,6
anger_0024,0
sad_0647,3
anger_0817,0
excitement_0186,7
contentment_0083,6
fear_0686,2
sad_0626,3
sad_0294,3
sad_0616,3
sad_0373,3
contentment_0068,6
sad_0324,3
amusement_0742,4
fear_0691,2
anger_0259,0
excitement_0210,7
contentment_0081,6
anger_0272,0
excitement_0240,7
amusement_0495,4
amusement_0750,4
amusement_0744,4
excitement_0233,7
awe_0853,5
amusement_0530,4
anger_0273,0
excitement_0269,7
fear_0954,2
awe_0592,5
disgust_0894,1
awe_0851,5
sad_0338,3
anger_0826,0
anger_0820,0
contentment_0095,6
disgust_0792,1
fear_0667,2
contentment_0097,6
contentment_0112,6
amusement_0491,4
amusement_0513,4
anger_0017,0
amusement_0718,4
sad_0357,3
sad_0625,3
awe_0042,5
awe_0057,5
excitement_0165,7
contentment_0078,6
excitement_0217,7
amusement_0493,4
amusement_0543,4
excitement_0249,7
contentment_0126,6
excitement_0223,7
contentment_0118,6
contentment_0105,6
sad_0298,3
fear_0953,2
sad_0293,3
sad_0619,3
awe_0049,5
excitement_0234,7
excitement_0256,7
sad_0396,3
amusement_0738,4
amusement_0509,4
disgust_0893,1
sad_0612,3
amusement_0752,4
anger_0822,0
disgust_0901,1
contentment_0070,6
disgust_0784,1
sad_0384,3
disgust_0758,1
fear_0701,2
awe_0835,5
excitement_0254,7
amusement_0723,4
anger_0260,0
sad_0418,3
amusement_0717,4
excitement_0243,7
anger_0020,0
amusement_0545,4
anger_0803,0
sad_0387,3
amusement_0499,4
excitement_0179,7
amusement_0720,4
excitement_0213,7
sad_0430,3
disgust_0764,1
excitement_0242,7
awe_0855,5
sad_0422,3
amusement_0728,4
contentment_0120,6
sad_0615,3
fear_0952,2
fear_0682,2
awe_0863,5
awe_0836,5
awe_0861,5
contentment_0109,6
sad_0634,3
disgust_0780,1
anger_0008,0
disgust_0806,1
excitement_0166,7
excitement_0216,7
excitement_0205,7
disgust_0773,1
sad_0637,3
sad_0347,3
anger_0255,0
amusement_0511,4
amusement_0534,4
fear_0681,2
excitement_0209,7
sad_0450,3
contentment_0111,6
disgust_0802,1
excitement_0207,7
excitement_0187,7
fear_0714,2
anger_0003,0
awe_0878,5
fear_0704,2
disgust_0776,1
contentment_0100,6
awe_0051,5
awe_0038,5
sad_0309,3
sad_0316,3
awe_0838,5
excitement_0228,7
fear_0941,2
contentment_0094,6
contentment_0075,6
sad_0296,3
amusement_0498,4
excitement_0268,7
awe_0584,5
excitement_0169,7
awe_0056,5
amusement_0531,4
sad_0302,3
amusement_0748,4
excitement_0189,7
anger_0019,0
awe_0043,5
sad_0445,3
disgust_0803,1
disgust_0763,1
disgust_0799,1
sad_0380,3
awe_0053,5
sad_0455,3
contentment_0076,6
sad_0639,3
contentment_0098,6
fear_0904,2
anger_0264,0
fear_0680,2
sad_0312,3
sad_0443,3
contentment_0127,6
disgust_0890,1
fear_0940,2
sad_0458,3
awe_0576,5
fear_0687,2
disgust_0805,1
amusement_0721,4
fear_0699,2
amusement_0719,4
excitement_0218,7
fear_0963,2
contentment_0072,6
excitement_0241,7
awe_0033,5
anger_0813,0
awe_0832,5
amusement_0525,4
contentment_0080,6
sad_0456,3
contentment_0088,6
excitement_0247,7
fear_0970,2
excitement_0259,7
anger_0254,0
disgust_0783,1
amusement_0506,4
sad_0441,3
disgust_0879,1
sad_0385,3
sad_0457,3
sad_0432,3
amusement_0756,4
awe_0859,5
sad_0447,3
excitement_0181,7
sad_0317,3
fear_0957,2
disgust_0798,1
amusement_0546,4
awe_0856,5
awe_0036,5
excitement_0227,7
sad_0315,3
disgust_0759,1
anger_0825,0
fear_0974,2
awe_0847,5
amusement_0492,4
contentment_0106,6
anger_0252,0
amusement_0724,4
sad_0449,3
fear_0939,2
excitement_0253,7
sad_0462,3
fear_0674,2
anger_0275,0
sad_0401,3
sad_0370,3
awe_0032,5
anger_0253,0
fear_0931,2
sad_0650,3
disgust_0770,1
amusement_0526,4
disgust_0777,1
fear_0951,2
amusement_0731,4
excitement_0180,7
awe_0596,5
excitement_0260,7
sad_0642,3
excitement_0196,7
fear_0947,2
fear_0973,2
sad_0649,3
amusement_0536,4
anger_0018,0
amusement_0521,4
sad_0350,3
sad_0640,3
fear_0688,2
disgust_0761,1
excitement_0232,7
amusement_0529,4
excitement_0200,7
amusement_0487,4
disgust_0797,1
contentment_0103,6
excitement_0183,7
excitement_0250,7
amusement_0497,4
awe_0041,5
fear_0964,2
amusement_0494,4
excitement_0219,7
disgust_0887,1
amusement_0743,4
contentment_0066,6
fear_0679,2
sad_0363,3
anger_0261,0
awe_0833,5
sad_0318,3
awe_0840,5
awe_0583,5
awe_0868,5
contentment_0067,6
excitement_0267,7
sad_0622,3
anger_0028,0
excitement_0193,7
excitement_0176,7
excitement_0203,7
