Id,Class
mnist_1_7,1
mnist_1_70,1
mnist_1_71,1
mnist_1_72,1
mnist_1_73,1
mnist_1_74,1
mnist_1_75,1
mnist_1_76,1
mnist_1_77,1
mnist_1_78,1
mnist_1_79,1
mnist_1_8,1
mnist_1_80,1
mnist_1_81,1
mnist_1_82,1
mnist_1_83,1
mnist_1_84,1
mnist_1_85,1
mnist_1_86,1
mnist_1_87,1
mnist_1_88,1
mnist_1_89,1
mnist_1_9,1
mnist_1_90,1
mnist_1_91,1
mnist_1_92,1
mnist_1_93,1
mnist_1_94,1
mnist_1_95,1
mnist_1_96,1
mnist_1_97,1
mnist_1_98,1
mnist_1_99,1
mnist_2_1,2
mnist_2_10,2
mnist_2_100,2
mnist_2_11,2
mnist_2_12,2
mnist_2_13,2
mnist_2_14,2
mnist_2_15,2
mnist_2_16,2
mnist_2_17,2
mnist_2_18,2
mnist_2_19,2
mnist_2_2,2
mnist_2_20,2
mnist_2_21,2
mnist_2_22,2
mnist_2_23,2
mnist_2_24,2
mnist_2_25,2
mnist_2_26,2
mnist_2_27,2
mnist_2_28,2
mnist_2_29,2
mnist_2_3,2
mnist_2_30,2
mnist_2_31,2
mnist_2_32,2
mnist_2_33,2
mnist_2_34,2
mnist_2_35,2
mnist_2_36,2
mnist_2_37,2
mnist_2_38,2
mnist_2_39,2
mnist_2_4,2
mnist_2_40,2
mnist_2_41,2
mnist_2_42,2
mnist_2_43,2
mnist_2_44,2
mnist_2_45,2
mnist_2_46,2
mnist_2_47,2
mnist_2_48,2
mnist_2_49,2
mnist_2_5,2
mnist_2_50,2
mnist_2_51,2
mnist_2_52,2
mnist_2_53,2
mnist_2_54,2
mnist_2_55,2
mnist_2_56,2
mnist_2_57,2
mnist_2_58,2
mnist_2_59,2
mnist_2_6,2
mnist_2_60,2
mnist_2_61,2
mnist_2_62,2
mnist_2_63,2
mnist_2_64,2
mnist_2_65,2
mnist_2_66,2
mnist_2_67,2
mnist_2_68,2
mnist_2_69,2
mnist_2_7,2
mnist_2_70,2
mnist_2_71,2
mnist_2_72,2
mnist_2_73,2
mnist_2_74,2
mnist_2_75,2
mnist_2_76,2
mnist_2_77,2
mnist_2_78,2
mnist_2_79,2
mnist_2_8,2
mnist_2_80,2
mnist_2_81,2
mnist_2_82,2
mnist_2_83,2
mnist_2_84,2
mnist_2_85,2
mnist_2_86,2
mnist_2_87,2
mnist_2_88,2
mnist_2_89,2
mnist_2_9,2
mnist_2_90,2
mnist_2_91,2
mnist_2_92,2
mnist_2_93,2
mnist_2_94,2
mnist_2_95,2
mnist_2_96,2
mnist_2_97,2
mnist_2_98,2
mnist_2_99,2
mnist_3_1,3
mnist_3_10,3
mnist_3_100,3
mnist_3_11,3
mnist_3_12,3
mnist_3_13,3
mnist_3_14,3
mnist_3_15,3
mnist_3_16,3
mnist_3_17,3
mnist_3_18,3
mnist_3_19,3
mnist_3_2,3
mnist_3_20,3
mnist_3_21,3
mnist_3_22,3
mnist_3_23,3
mnist_3_24,3
mnist_3_25,3
mnist_3_26,3
mnist_3_27,3
mnist_3_28,3
mnist_3_29,3
mnist_3_3,3
mnist_3_30,3
mnist_3_31,3
mnist_3_32,3
mnist_3_33,3
mnist_3_34,3
mnist_3_35,3
mnist_3_36,3
mnist_3_37,3
mnist_3_38,3
mnist_3_39,3
mnist_3_4,3
mnist_3_40,3
mnist_3_41,3
mnist_3_42,3
mnist_3_43,3
mnist_3_44,3
mnist_3_45,3
mnist_3_46,3
mnist_3_47,3
mnist_3_48,3
mnist_3_49,3
mnist_3_5,3
mnist_3_50,3
mnist_3_51,3
mnist_3_52,3
mnist_3_53,3
mnist_3_54,3
mnist_3_55,3
mnist_3_56,3
mnist_3_57,3
mnist_3_58,3
mnist_3_59,3
mnist_3_6,3
mnist_3_60,3
mnist_3_61,3
mnist_3_62,3
mnist_3_63,3
mnist_3_64,3
mnist_3_65,3
mnist_3_66,3
mnist_3_67,3
mnist_3_68,3
mnist_3_69,3
mnist_3_7,3
mnist_3_70,3
mnist_3_71,3
mnist_3_72,3
mnist_3_73,3
mnist_3_74,3
mnist_3_75,3
mnist_3_76,3
mnist_3_77,3
mnist_3_78,3
mnist_3_79,3
mnist_3_8,3
mnist_3_80,3
mnist_3_81,3
mnist_3_82,3
mnist_3_83,3
mnist_3_84,3
mnist_3_85,3
mnist_3_86,3
mnist_3_87,3
mnist_3_88,3
mnist_3_89,3
mnist_3_9,3
mnist_3_90,3
mnist_3_91,3
mnist_3_92,3
mnist_3_93,3
mnist_3_94,3
mnist_3_95,3
mnist_3_96,3
mnist_3_97,3
mnist_3_98,3
mnist_3_99,3
mnist_4_1,4
mnist_4_10,4
mnist_4_100,4
mnist_4_11,4
mnist_4_12,4
mnist_4_13,4
mnist_4_14,4
mnist_4_15,4
mnist_4_16,4
mnist_4_17,4
mnist_4_18,4
mnist_4_19,4
mnist_4_2,4
mnist_4_20,4
mnist_4_21,4
mnist_4_22,4
mnist_4_23,4
mnist_4_24,4
mnist_4_25,4
mnist_4_26,4
mnist_4_27,4
mnist_4_28,4
mnist_4_29,4
mnist_4_3,4
mnist_4_30,4
mnist_4_31,4
mnist_4_32,4
mnist_4_33,4
mnist_4_34,4
mnist_4_35,4
mnist_4_36,4
mnist_4_37,4
mnist_4_38,4
mnist_4_39,4
mnist_4_4,4
mnist_4_40,4
mnist_4_41,4
mnist_4_42,4
mnist_4_43,4
mnist_4_44,4
mnist_4_45,4
mnist_4_46,4
mnist_4_47,4
mnist_4_48,4
mnist_4_49,4
mnist_4_5,4
mnist_4_50,4
mnist_4_51,4
mnist_4_52,4
mnist_4_53,4
mnist_4_54,4
mnist_4_55,4
mnist_4_56,4
mnist_4_57,4
mnist_4_58,4
mnist_4_59,4
mnist_4_6,4
mnist_4_60,4
mnist_4_61,4
mnist_4_62,4
mnist_4_63,4
mnist_4_64,4
mnist_4_65,4
mnist_4_66,4
mnist_4_67,4
mnist_4_68,4
mnist_4_69,4
mnist_4_7,4
mnist_4_70,4
mnist_4_71,4
mnist_4_72,4
mnist_4_73,4
mnist_4_74,4
mnist_4_75,4
mnist_4_76,4
mnist_4_77,4
mnist_4_78,4
mnist_4_79,4
mnist_4_8,4
mnist_4_80,4
mnist_4_81,4
mnist_4_82,4
mnist_4_83,4
mnist_4_84,4
mnist_4_85,4
mnist_4_86,4
mnist_4_87,4
mnist_4_88,4
mnist_4_89,4
mnist_4_9,4
mnist_4_90,4
mnist_4_91,4
mnist_4_92,4
mnist_4_93,4
mnist_4_94,4
mnist_4_95,4
mnist_4_96,4
mnist_4_97,4
mnist_4_98,4
mnist_4_99,4
mnist_5_1,5
mnist_5_10,5
mnist_5_100,5
mnist_5_11,5
mnist_5_12,5
mnist_5_13,5
mnist_5_14,5
mnist_5_15,5
mnist_5_16,5
mnist_5_17,5
mnist_5_18,5
mnist_5_19,5
mnist_5_2,5
mnist_5_20,5
mnist_5_21,5
mnist_5_22,5
mnist_5_23,5
mnist_5_24,5
mnist_5_25,5
mnist_5_26,5
mnist_5_27,5
mnist_5_28,5
mnist_5_29,5
mnist_5_3,5
mnist_5_30,5
mnist_5_31,5
mnist_5_32,5
mnist_5_33,5
mnist_5_34,5
mnist_5_35,5
mnist_5_36,5
mnist_5_37,5
mnist_5_38,5
mnist_5_39,5
mnist_5_4,5
mnist_5_40,5
mnist_5_41,5
mnist_5_42,5
mnist_5_43,5
mnist_5_44,5
mnist_5_45,5
mnist_5_46,5
mnist_5_47,5
mnist_5_48,5
mnist_5_49,5
mnist_5_5,5
mnist_5_50,5
mnist_5_51,5
mnist_5_52,5
mnist_5_53,5
mnist_5_54,5
mnist_5_55,5
mnist_5_56,5
mnist_5_57,5
mnist_5_58,5
mnist_5_59,5
mnist_5_6,5
mnist_5_60,5
mnist_5_61,5
mnist_5_62,5
mnist_5_63,5
mnist_5_64,5
mnist_5_65,5
mnist_5_66,5
mnist_5_67,5
mnist_5_68,5
mnist_5_69,5
mnist_5_7,5
mnist_5_70,5
mnist_5_71,5
mnist_5_72,5
mnist_5_73,5
mnist_5_74,5
mnist_5_75,5
mnist_5_76,5
mnist_5_77,5
mnist_5_78,5
mnist_5_79,5
mnist_5_8,5
mnist_5_80,5
mnist_5_81,5
mnist_5_82,5
mnist_5_83,5
mnist_5_84,5
mnist_5_85,5
mnist_5_86,5
mnist_5_87,5
mnist_5_88,5
mnist_5_89,5
mnist_5_9,5
mnist_5_90,5
mnist_5_91,5
mnist_5_92,5
mnist_5_93,5
mnist_5_94,5
mnist_5_95,5
mnist_5_96,5
mnist_5_97,5
mnist_5_98,5
mnist_5_99,5
mnist_6_1,6
mnist_6_10,6
mnist_6_100,6
mnist_6_11,6
mnist_6_12,6
mnist_6_13,6
mnist_6_14,6
mnist_6_15,6
mnist_6_16,6
mnist_6_17,6
mnist_6_18,6
mnist_6_19,6
mnist_6_2,6
mnist_6_20,6
mnist_6_21,6
mnist_6_22,6
mnist_6_23,6
mnist_6_24,6
mnist_6_25,6
mnist_6_26,6
mnist_6_27,6
mnist_6_28,6
mnist_6_29,6
mnist_6_3,6
mnist_6_30,6
mnist_6_31,6
mnist_6_32,6
mnist_6_33,6
mnist_6_34,6
mnist_6_35,6
mnist_6_36,6
mnist_6_37,6
mnist_6_38,6
mnist_6_39,6
mnist_6_4,6
mnist_6_40,6
mnist_6_41,6
mnist_6_42,6
mnist_6_43,6
mnist_6_44,6
mnist_6_45,6
mnist_6_46,6
mnist_6_47,6
mnist_6_48,6
mnist_6_49,6
mnist_6_5,6
mnist_6_50,6
mnist_6_51,6
mnist_6_52,6
mnist_6_53,6
mnist_6_54,6
mnist_6_55,6
mnist_6_56,6
mnist_6_57,6
mnist_6_58,6
mnist_6_59,6
mnist_6_6,6
mnist_6_60,6
mnist_6_61,6
mnist_6_62,6
mnist_6_63,6
mnist_6_64,6
mnist_6_65,6
mnist_6_66,6
mnist_6_67,6
mnist_6_68,6
mnist_6_69,6
mnist_6_7,6
mnist_6_70,6
mnist_6_71,6
mnist_6_72,6
mnist_6_73,6
mnist_6_74,6
mnist_6_75,6
mnist_6_76,6
mnist_6_77,6
mnist_6_78,6
mnist_6_79,6
mnist_6_8,6
mnist_6_80,6
mnist_6_81,6
mnist_6_82,6
mnist_6_83,6
mnist_6_84,6
mnist_6_85,6
mnist_6_86,6
mnist_6_87,6
mnist_6_88,6
mnist_6_89,6
mnist_6_9,6
mnist_6_90,6
mnist_6_91,6
mnist_6_92,6
mnist_6_93,6
mnist_6_94,6
mnist_6_95,6
mnist_6_96,6
mnist_6_97,6
mnist_6_98,6
mnist_6_99,6
mnist_7_1,7
mnist_7_10,7
mnist_7_100,7
mnist_7_11,7
mnist_7_12,7
mnist_7_13,7
mnist_7_14,7
mnist_7_15,7
mnist_7_16,7
mnist_7_17,7
mnist_7_18,7
mnist_7_19,7
mnist_7_2,7
mnist_7_20,7
mnist_7_21,7
mnist_7_22,7
mnist_7_23,7
mnist_7_24,7
mnist_7_25,7
mnist_7_26,7
mnist_7_27,7
mnist_7_28,7
mnist_7_29,7
mnist_7_3,7
mnist_7_30,7
mnist_7_31,7
mnist_7_32,7
mnist_7_33,7
mnist_7_34,7
mnist_7_35,7
mnist_7_36,7
mnist_7_37,7
mnist_7_38,7
mnist_7_39,7
mnist_7_4,7
mnist_7_40,7
mnist_7_41,7
mnist_7_42,7
mnist_7_43,7
mnist_7_44,7
mnist_7_45,7
mnist_7_46,7
mnist_7_47,7
mnist_7_48,7
mnist_7_49,7
mnist_7_5,7
mnist_7_50,7
mnist_7_51,7
mnist_7_52,7
mnist_7_53,7
mnist_7_54,7
mnist_7_55,7
mnist_7_56,7
mnist_7_57,7
mnist_7_58,7
mnist_7_59,7
mnist_7_6,7
mnist_7_60,7
mnist_7_61,7
mnist_7_62,7
mnist_7_63,7
mnist_7_64,7
mnist_7_65,7
mnist_7_66,7
mnist_7_67,7
mnist_7_68,7
mnist_7_69,7
mnist_7_7,7
mnist_7_70,7
mnist_7_71,7
mnist_7_72,7
mnist_7_73,7
mnist_7_74,7
mnist_7_75,7
mnist_7_76,7
mnist_7_77,7
mnist_7_78,7
mnist_7_79,7
mnist_7_8,7
mnist_7_80,7
mnist_7_81,7
mnist_7_82,7
mnist_7_83,7
mnist_7_84,7
mnist_7_85,7
mnist_7_86,7
mnist_7_87,7
mnist_7_88,7
mnist_7_89,7
mnist_7_9,7
mnist_7_90,7
mnist_7_91,7
mnist_7_92,7
mnist_7_93,7
mnist_7_94,7
mnist_7_95,7
mnist_7_96,7
mnist_7_97,7
mnist_7_98,7
mnist_7_99,7
mnist_8_1,8
mnist_8_10,8
mnist_8_100,8
mnist_8_11,8
mnist_8_12,8
mnist_8_13,8
mnist_8_14,8
mnist_8_15,8
mnist_8_16,8
mnist_8_17,8
mnist_8_18,8
mnist_8_19,8
mnist_8_2,8
mnist_8_20,8
mnist_8_21,8
mnist_8_22,8
mnist_8_23,8
mnist_8_24,8
mnist_8_25,8
mnist_8_26,8
mnist_8_27,8
mnist_8_28,8
mnist_8_29,8
mnist_8_3,8
mnist_8_30,8
mnist_8_31,8
mnist_8_32,8
mnist_8_33,8
mnist_8_34,8
mnist_8_35,8
mnist_8_36,8
mnist_8_37,8
mnist_8_38,8
mnist_8_39,8
mnist_8_4,8
mnist_8_40,8
mnist_8_41,8
mnist_8_42,8
mnist_8_43,8
mnist_8_44,8
mnist_8_45,8
mnist_8_46,8
mnist_8_47,8
mnist_8_48,8
mnist_8_49,8
mnist_8_5,8
mnist_8_50,8
mnist_8_51,8
mnist_8_52,8
mnist_8_53,8
mnist_8_54,8
mnist_8_55,8
mnist_8_56,8
mnist_8_57,8
mnist_8_58,8
mnist_8_59,8
mnist_8_6,8
mnist_8_60,8
mnist_8_61,8
mnist_8_62,8
mnist_8_63,8
mnist_8_64,8
mnist_8_65,8
mnist_8_66,8
mnist_8_67,8
mnist_8_68,8
mnist_8_69,8
mnist_8_7,8
mnist_8_70,8
mnist_8_71,8
mnist_8_72,8
mnist_8_73,8
mnist_8_74,8
mnist_8_75,8
mnist_8_76,8
mnist_8_77,8
mnist_8_78,8
mnist_8_79,8
mnist_8_8,8
mnist_8_80,8
mnist_8_81,8
mnist_8_82,8
mnist_8_83,8
mnist_8_84,8
mnist_8_85,8
mnist_8_86,8
mnist_8_87,8
mnist_8_88,8
mnist_8_89,8
mnist_8_9,8
mnist_8_90,8
mnist_8_91,8
mnist_8_92,8
mnist_8_93,8
mnist_8_94,8
mnist_8_95,8
mnist_8_96,8
mnist_8_97,8
mnist_8_98,8
mnist_8_99,8
mnist_9_1,9
mnist_9_10,9
mnist_9_100,9
mnist_9_11,9
mnist_9_12,9
mnist_9_13,9
mnist_9_14,9
mnist_9_15,9
mnist_9_16,9
mnist_9_17,9
mnist_9_18,9
mnist_9_19,9
mnist_9_2,9
mnist_9_20,9
mnist_9_21,9
mnist_9_22,9
mnist_9_23,9
mnist_9_24,9
mnist_9_25,9
mnist_9_26,9
mnist_9_27,9
mnist_9_28,9
mnist_9_29,9
mnist_9_3,9
mnist_9_30,9
mnist_9_31,9
mnist_9_32,9
mnist_9_33,9
mnist_9_34,9
mnist_9_35,9
mnist_9_36,9
mnist_9_37,9
mnist_9_38,9
mnist_9_39,9
mnist_9_4,9
mnist_9_40,9
mnist_9_41,9
mnist_9_42,9
mnist_9_43,9
mnist_9_44,9
mnist_9_45,9
mnist_9_46,9
mnist_9_47,9
mnist_9_48,9
mnist_9_49,9
mnist_9_5,9
mnist_9_50,9
mnist_9_51,9
mnist_9_52,9
mnist_9_53,9
mnist_9_54,9
mnist_9_55,9
mnist_9_56,9
mnist_9_57,9
mnist_9_58,9
mnist_9_59,9
mnist_9_6,9
mnist_9_60,9
mnist_9_61,9
mnist_9_62,9
mnist_9_63,9
mnist_9_64,9
mnist_9_65,9
mnist_9_66,9
mnist_9_67,9
mnist_9_68,9
mnist_9_69,9
mnist_9_7,9
mnist_9_70,9
mnist_9_71,9
mnist_9_72,9
mnist_9_73,9
mnist_9_74,9
mnist_9_75,9
mnist_9_76,9
mnist_9_77,9
mnist_9_78,9
mnist_9_79,9
mnist_9_8,9
mnist_9_80,9
mnist_9_81,9
mnist_9_82,9
mnist_9_83,9
mnist_9_84,9
mnist_9_85,9
mnist_9_86,9
mnist_9_87,9
mnist_9_88,9
mnist_9_89,9
mnist_9_9,9
mnist_9_90,9
mnist_9_91,9
mnist_9_92,9
mnist_9_93,9
mnist_9_94,9
mnist_9_95,9
mnist_9_96,9
mnist_9_97,9
mnist_9_98,9
mnist_9_99,9
