Id,Class
cross19,1
cross20,1
cross21,1
cross22,1
cross23,1
cross24,1
cross25,1
cross26,1
cross27,1
cross28,1
cross29,1
cross30,1
cross31,1
cross32,1
cross33,1
cross34,1
cross35,1
cross36,1
cross37,1
cross38,1
cross39,1
cross40,1
cross41,1
cross42,1
cross43,1
cross44,1
cross45,1
cross46,1
cross47,1
cross48,1
cross49,1
cross50,1
cross51,1
cross52,1
cross53,1
cross54,1
cross55,1
cross56,1
cross57,1
cross58,1
cross59,1
cross60,1
cross61,1
cross62,1
cross63,1
cross64,1
cross65,1
cross66,1
cross67,1
cross68,1
cross69,1
cross70,1
cross71,1
cross72,1
cross73,1
cross74,1
cross75,1
cross76,1
cross77,1
cross78,1
cross79,1
cross80,1
cross81,1
cross82,1
cross83,1
cross84,1
cross85,1
cross86,1
cross87,1
cross88,1
cross89,1
cross90,1
cross91,1
cross92,1
cross93,1
cross94,1
cross95,1
cross96,1
cross97,1
cross98,1
cross99,1
cross100,1
cross101,1
cross102,1
cross103,1
cross104,1
cross105,1
cross106,1
cross107,1
cross108,1
cross109,1
cross110,1
cross111,1
cross112,1
cross113,1
cross114,1
cross115,1
cross116,1
cross117,1
cross118,1
cross119,1
cross120,1
cross121,1
cross122,1
cross123,1
cross124,1
cross125,1
cross126,1
cross127,1
cross128,1
cross129,1
cross130,1
cross131,1
cross132,1
cross133,1
cross134,1
cross135,1
cross136,1
cross137,1
cross138,1
cross139,1
cross140,1
cross141,1
cross142,1
cross143,1
cross144,1
cross145,1
cross146,1
cross147,1
cross148,1
cross149,1
cross150,1
cross151,1
cross152,1
cross153,1
cross154,1
cross155,1
cross156,1
cross157,1
cross158,1
cross159,1
cross160,1
cross161,1
cross162,1
cross163,1
cross164,1
cross165,1
cross166,1
cross167,1
cross168,1
cross169,1
cross170,1
cross171,1
cross172,1
cross173,1
cross174,1
cross175,1
cross176,1
cross177,1
cross178,1
cross179,1
cross180,1
cross181,1
cross182,1
cross183,1
cross184,1
cross185,1
cross186,1
cross187,1
cross188,1
cross189,1
cross190,1
cross191,1
cross192,1
cross193,1
cross194,1
cross195,1
cross196,1
cross197,1
cross198,1
cross199,1
square0,2
square1,2
square2,2
square3,2
square4,2
square5,2
square6,2
square7,2
square8,2
square9,2
square10,2
square11,2
square12,2
square13,2
square14,2
square15,2
square16,2
square17,2
square18,2
square19,2
square20,2
square21,2
square22,2
square23,2
square24,2
square25,2
square26,2
square27,2
square28,2
square29,2
square30,2
square31,2
square32,2
square33,2
square34,2
square35,2
square36,2
square37,2
square38,2
square39,2
square40,2
square41,2
square42,2
square43,2
square44,2
square45,2
square46,2
square47,2
square48,2
square49,2
square50,2
square51,2
square52,2
square53,2
square54,2
square55,2
square56,2
square57,2
square58,2
square59,2
square60,2
square61,2
square62,2
square63,2
square64,2
square65,2
square66,2
square67,2
square68,2
square69,2
square70,2
square71,2
square72,2
square73,2
square74,2
square75,2
square76,2
square77,2
square78,2
square79,2
square80,2
square81,2
square82,2
square83,2
square84,2
square85,2
square86,2
square87,2
square88,2
square89,2
square90,2
square91,2
square92,2
square93,2
square94,2
square95,2
square96,2
square97,2
square98,2
square99,2
square100,2
square101,2
square102,2
square103,2
square104,2
square105,2
square106,2
square107,2
square108,2
square109,2
square110,2
square111,2
square112,2
square113,2
square114,2
square115,2
square116,2
square117,2
square118,2
square119,2
square120,2
square121,2
square122,2
square123,2
square124,2
square125,2
square126,2
square127,2
square128,2
square129,2
square130,2
square131,2
square132,2
square133,2
square134,2
square135,2
square136,2
square137,2
square138,2
square139,2
square140,2
square141,2
square142,2
square143,2
square144,2
square145,2
square146,2
square147,2
square148,2
square149,2
square150,2
square151,2
square152,2
square153,2
square154,2
square155,2
square156,2
square157,2
square158,2
square159,2
square160,2
square161,2
square162,2
square163,2
square164,2
square165,2
square166,2
square167,2
square168,2
square169,2
square170,2
square171,2
square172,2
square173,2
square174,2
square175,2
square176,2
square177,2
square178,2
square179,2
square180,2
square181,2
square182,2
square183,2
square184,2
square185,2
square186,2
square187,2
square188,2
square189,2
square190,2
square191,2
square192,2
square193,2
square194,2
square195,2
square196,2
square197,2
square198,2
square199,2
triangle0,3
triangle1,3
triangle2,3
triangle3,3
triangle4,3
triangle5,3
triangle6,3
triangle7,3
triangle8,3
triangle9,3
triangle10,3
triangle11,3
triangle12,3
triangle13,3
triangle14,3
triangle15,3
triangle16,3
triangle17,3
triangle18,3
triangle19,3
triangle20,3
triangle21,3
triangle22,3
triangle23,3
triangle24,3
triangle25,3
triangle26,3
triangle27,3
triangle28,3
triangle29,3
triangle30,3
triangle31,3
triangle32,3
triangle33,3
triangle34,3
triangle35,3
triangle36,3
triangle37,3
triangle38,3
triangle39,3
triangle40,3
triangle41,3
triangle42,3
triangle43,3
triangle44,3
triangle45,3
triangle46,3
triangle47,3
triangle48,3
triangle49,3
triangle50,3
triangle51,3
triangle52,3
triangle53,3
triangle54,3
triangle55,3
triangle56,3
triangle57,3
triangle58,3
triangle59,3
triangle60,3
triangle61,3
triangle62,3
triangle63,3
triangle64,3
triangle65,3
triangle66,3
triangle67,3
triangle68,3
triangle69,3
triangle70,3
triangle71,3
triangle72,3
triangle73,3
triangle74,3
triangle75,3
triangle76,3
triangle77,3
triangle78,3
triangle79,3
triangle80,3
triangle81,3
triangle82,3
triangle83,3
triangle84,3
triangle85,3
triangle86,3
triangle87,3
triangle88,3
triangle89,3
triangle90,3
triangle91,3
triangle92,3
triangle93,3
triangle94,3
triangle95,3
triangle96,3
triangle97,3
triangle98,3
triangle99,3
triangle100,3
triangle101,3
triangle102,3
triangle103,3
triangle104,3
triangle105,3
triangle106,3
triangle107,3
triangle108,3
triangle109,3
triangle110,3
triangle111,3
triangle112,3
triangle113,3
triangle114,3
triangle115,3
triangle116,3
triangle117,3
triangle118,3
triangle119,3
triangle120,3
triangle121,3
triangle122,3
triangle123,3
triangle124,3
triangle125,3
triangle126,3
triangle127,3
triangle128,3
triangle129,3
triangle130,3
triangle131,3
triangle132,3
triangle133,3
triangle134,3
triangle135,3
triangle136,3
triangle137,3
triangle138,3
triangle139,3
triangle140,3
triangle141,3
triangle142,3
triangle143,3
triangle144,3
triangle145,3
triangle146,3
triangle147,3
triangle148,3
triangle149,3
triangle150,3
triangle151,3
triangle152,3
triangle153,3
triangle154,3
triangle155,3
triangle156,3
triangle157,3
triangle158,3
triangle159,3
triangle160,3
triangle161,3
triangle162,3
triangle163,3
triangle164,3
triangle165,3
triangle166,3
triangle167,3
triangle168,3
triangle169,3
triangle170,3
triangle171,3
triangle172,3
triangle173,3
triangle174,3
triangle175,3
triangle176,3
triangle177,3
triangle178,3
triangle179,3
triangle180,3
triangle181,3
triangle182,3
triangle183,3
triangle184,3
triangle185,3
triangle186,3
triangle187,3
triangle188,3
triangle189,3
triangle190,3
triangle191,3
triangle192,3
triangle193,3
triangle194,3
triangle195,3
triangle196,3
triangle197,3
triangle198,3
triangle199,3
